source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
nicid,double,numeric,,src's case id for nic recruitment,%9.0g,,,TRUE,Retained
qfp2a_a,double,haven_labelled|vctrs_vctr|double,,fp goals: protect global environment (post),%9.0g,,,TRUE,Retained
qfp2a_b,double,haven_labelled|vctrs_vctr|double,,fp goals: ensure us energy supply (post),%9.0g,,,TRUE,Retained
qfp2a_c,double,haven_labelled|vctrs_vctr|double,,fp goals: promote democracy (post),%9.0g,,,TRUE,Retained
qfp2b_a,double,haven_labelled|vctrs_vctr|double,,fp goals: prevent spread of weapons (post),%9.0g,,,TRUE,Retained
qfp2b_b,double,haven_labelled|vctrs_vctr|double,,fp goals: aid u.s. business abroad (post),%9.0g,,,TRUE,Retained
qfp2b_c,double,haven_labelled|vctrs_vctr|double,,fp goals: fight terrorism (post),%9.0g,,,TRUE,Retained
qfp2b_d,double,haven_labelled|vctrs_vctr|double,,fp goals: aid to poor countries (post),%9.0g,,,TRUE,Retained
qfp2c_a,double,haven_labelled|vctrs_vctr|double,,fp goals: protect u.s. from attack (post),%9.0g,,,TRUE,Retained
qfp2c_b,double,haven_labelled|vctrs_vctr|double,,fp goals: protect human rights (post),%9.0g,,,TRUE,Retained
qfp2c_c,double,haven_labelled|vctrs_vctr|double,,fp goals: protect weaker nations (post),%9.0g,,,TRUE,Retained
qfp2c_d,double,haven_labelled|vctrs_vctr|double,,fp goals: reduce world poverty (post),%9.0g,,,TRUE,Retained
qfp3a_s,double,haven_labelled|vctrs_vctr|double,,better to stay at home - summary (post),%9.0g,,,TRUE,Retained
qfp3b_s,double,haven_labelled|vctrs_vctr|double,,protect world from weapons - summary (post),%9.0g,,,TRUE,Retained
qfp3c_s,double,haven_labelled|vctrs_vctr|double,,protects world from terrorists - summary (post),%9.0g,,,TRUE,Retained
qfp3d_s,double,haven_labelled|vctrs_vctr|double,,intervene with support - summary (post),%9.0g,,,TRUE,Retained
qfp4a_a,double,haven_labelled|vctrs_vctr|double,,iraq: build economy (post),%9.0g,,,TRUE,Retained
qfp4a_b,double,haven_labelled|vctrs_vctr|double,,iraq: gov't friendly to us interests (post),%9.0g,,,TRUE,Retained
qfp4b_a,double,haven_labelled|vctrs_vctr|double,,iraq: gov't democratic (post),%9.0g,,,TRUE,Retained
qfp4b_b,double,haven_labelled|vctrs_vctr|double,,iraq: involve the u.n. (post),%9.0g,,,TRUE,Retained
qwrm1_a,double,haven_labelled|vctrs_vctr|double,,global warming and u.s. quality of life (post),%9.0g,,,TRUE,Retained
qwrm1_b,double,haven_labelled|vctrs_vctr|double,,cause of global warming (post),%9.0g,,,TRUE,Retained
qwrm2a_s,double,haven_labelled|vctrs_vctr|double,,require higher mileage - summary (post),%9.0g,,,TRUE,Retained
qwrm2b_s,double,haven_labelled|vctrs_vctr|double,,require cleaner electricity - summary (post),%9.0g,,,TRUE,Retained
qwrm3_a,double,haven_labelled|vctrs_vctr|double,,action on global warming - self (post),%9.0g,,,TRUE,Retained
qwrm3_b,double,haven_labelled|vctrs_vctr|double,,action on global warming - dem. party (post),%9.0g,,,TRUE,Retained
qwrm3_c,double,haven_labelled|vctrs_vctr|double,,action on global warming - rep. party (post),%9.0g,,,TRUE,Retained
qwrm4a_s,double,haven_labelled|vctrs_vctr|double,,solving environmental problems - summary (post),%9.0g,,,TRUE,Retained
qwrm4b_s,double,haven_labelled|vctrs_vctr|double,,agreement would hurt the u.s. - summary (post),%9.0g,,,TRUE,Retained
qwrm5,double,haven_labelled|vctrs_vctr|double,,bush position on global warming (post),%9.0g,,,TRUE,Retained
qhngr,double,haven_labelled|vctrs_vctr|double,,how serious is problem of world hunger (post),%9.0g,,,TRUE,Retained
qpair1_a,double,haven_labelled|vctrs_vctr|double,,world hunger or problems at home (post),%9.0g,,,TRUE,Retained
qpair1_b,double,haven_labelled|vctrs_vctr|double,,agree with position strongly or somewhat (post),%9.0g,,,TRUE,Retained
qpair2_a,double,haven_labelled|vctrs_vctr|double,,world aids or problems at home (post),%9.0g,,,TRUE,Retained
qpair2_b,double,haven_labelled|vctrs_vctr|double,,agree with position strongly or somewhat (post),%9.0g,,,TRUE,Retained
qpair3_a,double,haven_labelled|vctrs_vctr|double,,world democracy or not our concern (post),%9.0g,,,TRUE,Retained
qpair3_b,double,haven_labelled|vctrs_vctr|double,,agree with position strongly or somewhat (post),%9.0g,,,TRUE,Retained
qpdem1_a,double,haven_labelled|vctrs_vctr|double,,building democratic institutions (post),%9.0g,,,TRUE,Retained
qpdem1_b,double,haven_labelled|vctrs_vctr|double,,increasing trade (post),%9.0g,,,TRUE,Retained
qpdem1_c,double,haven_labelled|vctrs_vctr|double,,penalties for human rights violations (post),%9.0g,,,TRUE,Retained
qpdem2_a,double,haven_labelled|vctrs_vctr|double,,foreign aid (post),%9.0g,,,TRUE,Retained
qpdem2_b,double,haven_labelled|vctrs_vctr|double,,provide troops to help keep the peace (post),%9.0g,,,TRUE,Retained
qpdem2_c,double,haven_labelled|vctrs_vctr|double,,organizations like the peace corps (post),%9.0g,,,TRUE,Retained
qaid1,double,haven_labelled|vctrs_vctr|double,,spending on foreign aid (post),%9.0g,,,TRUE,Retained
qaid2a_a,double,haven_labelled|vctrs_vctr|double,,increase u.s. influence abroad (post),%9.0g,,,TRUE,Retained
qaid2a_b,double,haven_labelled|vctrs_vctr|double,,discourage nuclear weapons development (post),%9.0g,,,TRUE,Retained
qaid2a_c,double,haven_labelled|vctrs_vctr|double,,develop democratic institutions abroad (post),%9.0g,,,TRUE,Retained
qaid2b_a,double,haven_labelled|vctrs_vctr|double,,reduce hunger and disease abroad (post),%9.0g,,,TRUE,Retained
qaid2b_b,double,haven_labelled|vctrs_vctr|double,,develop poor economies abroad (post),%9.0g,,,TRUE,Retained
qaid3,double,haven_labelled|vctrs_vctr|double,,bush position on foreign aid (post),%9.0g,,,TRUE,Retained
qmact1_s,double,haven_labelled|vctrs_vctr|double,,un support - mass killings - summary (post),%9.0g,,,TRUE,Retained
qmact2_s,double,haven_labelled|vctrs_vctr|double,,un support - weapons - summary (post),%9.0g,,,TRUE,Retained
qmact3_s,double,haven_labelled|vctrs_vctr|double,,un support - terrorism - summary (post),%9.0g,,,TRUE,Retained
qmact4_s,double,haven_labelled|vctrs_vctr|double,,u.s. alone - mass killings - summary (post),%9.0g,,,TRUE,Retained
qmact5_s,double,haven_labelled|vctrs_vctr|double,,u.s. alone - weapons - summary (post),%9.0g,,,TRUE,Retained
qmact6_s,double,haven_labelled|vctrs_vctr|double,,u.s. alone - terrorism - summary (post),%9.0g,,,TRUE,Retained
qtrd1_a,double,haven_labelled|vctrs_vctr|double,,trade agreements - first choice (post),%9.0g,,,TRUE,Retained
qtrd1_b,double,haven_labelled|vctrs_vctr|double,,trade agreements - second choice (post),%9.0g,,,TRUE,Retained
qtrd2,double,haven_labelled|vctrs_vctr|double,,options related to nafta (post),%9.0g,,,TRUE,Retained
qtrd3_a,double,haven_labelled|vctrs_vctr|double,,impact on employment of easier imports (post),%9.0g,,,TRUE,Retained
qtrd3_b,double,haven_labelled|vctrs_vctr|double,,impact on employment of easier exports (post),%9.0g,,,TRUE,Retained
qtrd4,double,haven_labelled|vctrs_vctr|double,,trade barriers in u.s. and abroad (post),%9.0g,,,TRUE,Retained
qint1a_a,double,haven_labelled|vctrs_vctr|double,,encourage democracy to reduce terrorism (post),%9.0g,,,TRUE,Retained
qint1a_b,double,haven_labelled|vctrs_vctr|double,,increase aid to reduce terrorism (post),%9.0g,,,TRUE,Retained
qint1b_a,double,haven_labelled|vctrs_vctr|double,,favor palestinians to reduce terrorism (post),%9.0g,,,TRUE,Retained
qint1b_b,double,haven_labelled|vctrs_vctr|double,,build military to reduce terrorism (post),%9.0g,,,TRUE,Retained
qint1b_c,double,haven_labelled|vctrs_vctr|double,,work with others to reduce terrorism (post),%9.0g,,,TRUE,Retained
qint1b_d,double,haven_labelled|vctrs_vctr|double,,build intelligence to reduce terrorism (post),%9.0g,,,TRUE,Retained
qint2a,double,haven_labelled|vctrs_vctr|double,,lead role in resolving conflicts (post),%9.0g,,,TRUE,Retained
qint2b,double,haven_labelled|vctrs_vctr|double,,lead role in foreign assistance (post),%9.0g,,,TRUE,Retained
qint3,double,haven_labelled|vctrs_vctr|double,,cooperation in fighting terrorism (post),%9.0g,,,TRUE,Retained
qkno1_a,double,haven_labelled|vctrs_vctr|double,,knowledge of military spending (post),%9.0g,,,TRUE,Retained
qkno1_b,double,haven_labelled|vctrs_vctr|double,,knowledge of foreign aid spending (post),%9.0g,,,TRUE,Retained
qkno2_a,double,haven_labelled|vctrs_vctr|double,,knowledge of export value (post),%9.0g,,,TRUE,Retained
qkno2_b,double,haven_labelled|vctrs_vctr|double,,knowledge of african aids rate (post),%9.0g,,,TRUE,Retained
qkno3_a,double,haven_labelled|vctrs_vctr|double,,knowledge of u.s. and wto (post),%9.0g,,,TRUE,Retained
qkno3_b,double,haven_labelled|vctrs_vctr|double,,knowledge of u.s. and un security council (post),%9.0g,,,TRUE,Retained
qparty,double,haven_labelled|vctrs_vctr|double,,political party identification - summary (post),%9.0g,,,TRUE,Retained
qamer1_s,double,haven_labelled|vctrs_vctr|double,,being an american 1 - summary (post),%9.0g,,,TRUE,Retained
qamer2_s,double,haven_labelled|vctrs_vctr|double,,being an american 2 - summary (post),%9.0g,,,TRUE,Retained
qideo_a,double,haven_labelled|vctrs_vctr|double,,political ideology of respondent (post),%9.0g,,,TRUE,Retained
qideo_b,double,haven_labelled|vctrs_vctr|double,,political ideology of democrats (post),%9.0g,,,TRUE,Retained
qideo_c,double,haven_labelled|vctrs_vctr|double,,political ideology of republicans (post),%9.0g,,,TRUE,Retained
qnews1_a,double,haven_labelled|vctrs_vctr|double,,watch news on tv in the last 7 days (post),%9.0g,,,TRUE,Retained
qnews1_b,double,haven_labelled|vctrs_vctr|double,,attention to foreign affairs on tv news (post),%9.0g,,,TRUE,Retained
qnews2_a,double,haven_labelled|vctrs_vctr|double,,read daily newspaper in the last 7 days (post),%9.0g,,,TRUE,Retained
qnews2_b,double,haven_labelled|vctrs_vctr|double,,attention to foreign affairs in newspaper (post),%9.0g,,,TRUE,Retained
qpint_a,double,haven_labelled|vctrs_vctr|double,,interested in foreign affairs (post),%9.0g,,,TRUE,Retained
qpint_b,double,haven_labelled|vctrs_vctr|double,,interested in politics in the u.s. (post),%9.0g,,,TRUE,Retained
qpdsc,double,haven_labelled|vctrs_vctr|double,,had conversation about public affairs (post),%9.0g,,,TRUE,Retained
qval1_s,double,haven_labelled|vctrs_vctr|double,,help others - summary (post),%9.0g,,,TRUE,Retained
qval2_s,double,haven_labelled|vctrs_vctr|double,,own interests come first - summary (post),%9.0g,,,TRUE,Retained
qval3_s,double,haven_labelled|vctrs_vctr|double,,willing to sacrifice - summary (post),%9.0g,,,TRUE,Retained
qval4_s,double,haven_labelled|vctrs_vctr|double,,respondent has opinions - summary (post),%9.0g,,,TRUE,Retained
qpair4_a,double,haven_labelled|vctrs_vctr|double,,u.s. first or consider others' interests (post),%9.0g,,,TRUE,Retained
qpair4_b,double,haven_labelled|vctrs_vctr|double,,agree with position strongly or somewhat (post),%9.0g,,,TRUE,Retained
qdsagr1a,double,haven_labelled|vctrs_vctr|double,,disagree because facts are wrong (post),%9.0g,,,TRUE,Retained
qdsagr1b,double,haven_labelled|vctrs_vctr|double,,disagree because see things differently (post),%9.0g,,,TRUE,Retained
qdsagr2a,double,haven_labelled|vctrs_vctr|double,,disagree because not thought through (post),%9.0g,,,TRUE,Retained
qdsagr2b,double,haven_labelled|vctrs_vctr|double,,disagree because of self-interest (post),%9.0g,,,TRUE,Retained
qdsagr2c,double,haven_labelled|vctrs_vctr|double,,disagree because not patriotic (post),%9.0g,,,TRUE,Retained
qage,double,haven_labelled|vctrs_vctr|double,,respondent's calculated age (post),%9.0g,,,TRUE,Retained
qeduc_a,double,haven_labelled|vctrs_vctr|double,,highest grade of school completed (post),%9.0g,,,TRUE,Retained
qeduc_b,double,haven_labelled|vctrs_vctr|double,,received high school diploma or ged (post),%9.0g,,,TRUE,Retained
qmandc_a,double,haven_labelled|vctrs_vctr|double,,respondent's marital status (post),%9.0g,,,TRUE,Retained
qmandc_b,double,haven_labelled|vctrs_vctr|double,,any children under 18 living at home (post),%9.0g,,,TRUE,Retained
qmandc_c,double,haven_labelled|vctrs_vctr|double,,number of minor children living at home (post),%9.0g,,,TRUE,Retained
qhisp,double,haven_labelled|vctrs_vctr|double,,of hispanic origin (post),%9.0g,,,TRUE,Retained
qrace,double,haven_labelled|vctrs_vctr|double,,respondent's race (post),%9.0g,,,TRUE,Retained
qpborn_a,double,haven_labelled|vctrs_vctr|double,,both of r's parents born in the us (post),%9.0g,,,TRUE,Retained
qpborn_b,double,haven_labelled|vctrs_vctr|double,,mother's country of birth (post),%9.0g,,,TRUE,Retained
qpborn_c,double,haven_labelled|vctrs_vctr|double,,father's country of birth (post),%9.0g,,,TRUE,Retained
qempl,double,haven_labelled|vctrs_vctr|double,,respondent's employment status (post),%9.0g,,,TRUE,Retained
qlastw,double,haven_labelled|vctrs_vctr|double,,when last worked at regular job (post),%9.0g,,,TRUE,Retained
qetyp,double,haven_labelled|vctrs_vctr|double,,type of employment (post),%9.0g,,,TRUE,Retained
qeocc,double,haven_labelled|vctrs_vctr|double,,respondent's occupation (post),%9.0g,,,TRUE,Retained
qmilt_a,double,haven_labelled|vctrs_vctr|double,,ever served in the u.s. military (post),%9.0g,,,TRUE,Retained
qmilt_b,double,haven_labelled|vctrs_vctr|double,,length of time in active service (post),%9.0g,,,TRUE,Retained
qmilt_c,double,haven_labelled|vctrs_vctr|double,,length of time in reserves (post),%9.0g,,,TRUE,Retained
qabrd_a,double,haven_labelled|vctrs_vctr|double,,more than 6 months abroad (post),%9.0g,,,TRUE,Retained
qabrd_b,double,haven_labelled|vctrs_vctr|double,,more than 2 years abroad (post),%9.0g,,,TRUE,Retained
qrel1_a,double,haven_labelled|vctrs_vctr|double,,more than occasional church attendance (post),%9.0g,,,TRUE,Retained
qrel1_b,double,haven_labelled|vctrs_vctr|double,,part of a particular church (post),%9.0g,,,TRUE,Retained
qrel1_c,double,haven_labelled|vctrs_vctr|double,,frequency of church attendance (post),%9.0g,,,TRUE,Retained
qrel2,double,haven_labelled|vctrs_vctr|double,,respondent's religion (post),%9.0g,,,TRUE,Retained
qunion_a,double,haven_labelled|vctrs_vctr|double,,union member in family (post),%9.0g,,,TRUE,Retained
qunion_b,double,haven_labelled|vctrs_vctr|double,,respondent a union member (post),%9.0g,,,TRUE,Retained
qlive,double,haven_labelled|vctrs_vctr|double,,respondent's neighborhood description (post),%9.0g,,,TRUE,Retained
qsex,double,haven_labelled|vctrs_vctr|double,,respondent's gender (post),%9.0g,,,TRUE,Retained
qisum,double,haven_labelled|vctrs_vctr|double,,household income - summary (post),%9.0g,,,TRUE,Retained
qregn,double,haven_labelled|vctrs_vctr|double,,census geographic region (post),%9.0g,,,TRUE,Retained
qdvsn,double,haven_labelled|vctrs_vctr|double,,census geographic division (post),%9.0g,,,TRUE,Retained
qstcd,character,character,,alphabetic abbreviation of state,%2s,,,TRUE,Retained
qfips2,double,haven_labelled|vctrs_vctr|double,,first 2 digits of fips code: state code (post),%9.0g,,,TRUE,Retained
qmsc,double,haven_labelled|vctrs_vctr|double,,sample metropolitian status code,%9.0g,,,TRUE,Retained
qnewid,double,numeric,,case id for the by-the-people event,%9.0g,,,TRUE,Retained
qcnfm2_a,double,haven_labelled|vctrs_vctr|double,,respondent's country of birth,%9.0g,,,TRUE,Retained
qcnfm2_b,double,haven_labelled|vctrs_vctr|double,,is respondent a u.s. citizen,%9.0g,,,TRUE,Retained
eval1a,double,haven_labelled|vctrs_vctr|double,,scale: small group discussions (post),%9.0g,,,TRUE,Retained
eval1b,double,haven_labelled|vctrs_vctr|double,,scale: meeting/talking to others (post),%9.0g,,,TRUE,Retained
eval1c,double,haven_labelled|vctrs_vctr|double,,scale: large group sessions (post),%9.0g,,,TRUE,Retained
eval1d,double,haven_labelled|vctrs_vctr|double,,scale: the convention as a whole (post),%9.0g,,,TRUE,Retained
eval2a,double,haven_labelled|vctrs_vctr|double,,moderator gave opp for all to participate (post),%9.0g,,,TRUE,Retained
eval2b,double,haven_labelled|vctrs_vctr|double,,members of small group participated equally (post),%9.0g,,,TRUE,Retained
eval2c,double,haven_labelled|vctrs_vctr|double,,moderator sometimes tried to influence (post),%9.0g,,,TRUE,Retained
eval2d,double,haven_labelled|vctrs_vctr|double,,small grps covered the major points (post),%9.0g,,,TRUE,Retained
eval2e,double,haven_labelled|vctrs_vctr|double,,moderator made sure opposing args considered (post),%9.0g,,,TRUE,Retained
eval2f,double,haven_labelled|vctrs_vctr|double,,few members dominated discussion (post),%9.0g,,,TRUE,Retained
eval2g,double,haven_labelled|vctrs_vctr|double,,learned a lot about people (post),%9.0g,,,TRUE,Retained
eval2h,double,haven_labelled|vctrs_vctr|double,,missed some major portions (post),%9.0g,,,TRUE,Retained
eval2i,double,haven_labelled|vctrs_vctr|double,,good reasons for different views (post),%9.0g,,,TRUE,Retained
eval3,double,haven_labelled|vctrs_vctr|double,,materials read by end of convention (post),%9.0g,,,TRUE,Retained
eval4,double,haven_labelled|vctrs_vctr|double,,how carefully read (post),%9.0g,,,TRUE,Retained
eval5,double,haven_labelled|vctrs_vctr|double,,materials read between interview & event (post),%9.0g,,,TRUE,Retained
eval6,double,haven_labelled|vctrs_vctr|double,,how carefully read (post),%9.0g,,,TRUE,Retained
eval7a,double,haven_labelled|vctrs_vctr|double,,other fp materials between interview & event (post),%9.0g,,,TRUE,Retained
eval7b,double,haven_labelled|vctrs_vctr|double,,talked fp between interview & event (post),%9.0g,,,TRUE,Retained
eval7c,double,haven_labelled|vctrs_vctr|double,,tv/radio fp between interview & event (post),%9.0g,,,TRUE,Retained
eval7d,double,haven_labelled|vctrs_vctr|double,,web fp between interview & event (post),%9.0g,,,TRUE,Retained
eval8,double,haven_labelled|vctrs_vctr|double,,learned about fp between interview & event (post),%9.0g,,,TRUE,Retained
eval9,double,haven_labelled|vctrs_vctr|double,,changed views (text) (post),%9.0g,,,TRUE,Retained
sq1a,double,haven_labelled|vctrs_vctr|double,,iraq: prevent having weapons (post),%9.0g,,,TRUE,Retained
sq1b,double,haven_labelled|vctrs_vctr|double,,iraq: remove saddam hussein (post),%9.0g,,,TRUE,Retained
sq1c,double,haven_labelled|vctrs_vctr|double,,iraq: making a democracy (post),%9.0g,,,TRUE,Retained
sq2a,double,haven_labelled|vctrs_vctr|double,,invade if evidence for us & un (post),%9.0g,,,TRUE,Retained
sq2b,double,haven_labelled|vctrs_vctr|double,,invade if evidence for us but not un (post),%9.0g,,,TRUE,Retained
sq2c,double,haven_labelled|vctrs_vctr|double,,invade if reason but no evidence (post),%9.0g,,,TRUE,Retained
sq2d,double,haven_labelled|vctrs_vctr|double,,invade under no circumstances (post),%9.0g,,,TRUE,Retained
sq3a,double,haven_labelled|vctrs_vctr|double,,threat: iran (post),%9.0g,,,TRUE,Retained
sq3b,double,haven_labelled|vctrs_vctr|double,,threat: russia (post),%9.0g,,,TRUE,Retained
sq3c,double,haven_labelled|vctrs_vctr|double,,threat: iraq (post),%9.0g,,,TRUE,Retained
sq3d,double,haven_labelled|vctrs_vctr|double,,threat: north korea (post),%9.0g,,,TRUE,Retained
sq3e,double,haven_labelled|vctrs_vctr|double,,threat: china (post),%9.0g,,,TRUE,Retained
sq3f,double,haven_labelled|vctrs_vctr|double,,threat: terrorists (post),%9.0g,,,TRUE,Retained
sq4,double,haven_labelled|vctrs_vctr|double,,invasion's impact on war on terrorism (post),%9.0g,,,TRUE,Retained
sq5a,double,haven_labelled|vctrs_vctr|double,,shift focus from iraq to terrorism (post),%9.0g,,,TRUE,Retained
sq5b,double,haven_labelled|vctrs_vctr|double,,shift focus from iraq to north korea (post),%9.0g,,,TRUE,Retained
group,double,numeric,,randomly assigned nic group number,%9.0g,,,TRUE,Retained
qage3,double,haven_labelled|vctrs_vctr|double,,age in 3 categories (post),%9.0g,,,TRUE,Retained
qsexage,double,haven_labelled|vctrs_vctr|double,,gender + age in 3 categories (post),%9.0g,,,TRUE,Retained
qeduc4,double,haven_labelled|vctrs_vctr|double,,education in 4 categories (post),%9.0g,,,TRUE,Retained
qeduc5,double,haven_labelled|vctrs_vctr|double,,education in 5 categories (post),%9.0g,,,TRUE,Retained
qrace4,double,haven_labelled|vctrs_vctr|double,,ethnicity in 4 categories (post),%9.0g,,,TRUE,Retained
qfbornus,double,haven_labelled|vctrs_vctr|double,,r's father born in us (post),%9.0g,,,TRUE,Retained
qmbornus,double,haven_labelled|vctrs_vctr|double,,r's mother born in us (post),%9.0g,,,TRUE,Retained
qpborn_s,double,haven_labelled|vctrs_vctr|double,,summary: r's parent born in us (post),%9.0g,,,TRUE,Retained
samp,double,haven_labelled|vctrs_vctr|double,,source of sample,%9.0g,,,TRUE,Retained
caseid,double,numeric,,sample and case identification number,%9.0g,,,TRUE,Retained
prenvir1,double,numeric,,fp2a_a/Q2a,%9.0g,,,TRUE,Retained
prenvir2,double,numeric,,wrm2a_s/Q13,%9.0g,,,TRUE,Retained
prenvir3,double,numeric,,wrm2b_s/Q14,%9.0g,,,TRUE,Retained
prenvir4,double,numeric,,wrm3_a/Q15,%9.0g,,,TRUE,Retained
usecon1,double,numeric,,fp2a_b: pre goal - eusure US energy supply,%9.0g,,,TRUE,Retained
usecon2,double,numeric,,fp2b_b: pre goal - aid US business abroad,%9.0g,,,TRUE,Retained
ussec1,double,numeric,,fp2b_a/Q2c,%9.0g,,,TRUE,Retained
ussec2,double,numeric,,fp2b_c/Q2e,%9.0g,,,TRUE,Retained
ussec3,double,numeric,,fp2c_a/Q2g,%9.0g,,,TRUE,Retained
ussec4,double,numeric,,aid2a_b/Q25b,%9.0g,,,TRUE,Retained
ussec5,double,numeric,,int1a_a/Q37a,%9.0g,,,TRUE,Retained
ussec6,double,numeric,,int1a_b/Q37b,%9.0g,,,TRUE,Retained
ussec7,double,numeric,,int1b_b/Q37d,%9.0g,,,TRUE,Retained
ussec8,double,numeric,,int1b_c/Q37e,%9.0g,,,TRUE,Retained
ussec9,double,numeric,,int1b_d/Q37f,%9.0g,,,TRUE,Retained
aveQ37abdef,double,numeric,,,%9.0g,,,TRUE,Retained
aveQ37def,double,numeric,,,%9.0g,,,TRUE,Retained
usinf2,double,numeric,,aid2a_a:  pre increase US influence abroad,%9.0g,,,TRUE,Retained
usinf1,double,numeric,,fp4a_b:  pre Iraq - gov't freindly to US interests,%9.0g,,,TRUE,Retained
foraid1,double,numeric,,pair1_a/Q20,%9.0g,,,TRUE,Retained
foraid2,double,numeric,,pair2_a/Q21,%9.0g,,,TRUE,Retained
foraid3,double,numeric,,aid1/Q24,%9.0g,,,TRUE,Retained
avgQ20Q21,double,numeric,,,%9.0g,,,TRUE,Retained
globalt1,double,numeric,,fp2b_d/Q2f,%9.0g,,,TRUE,Retained
globalt2,double,numeric,,fp2c_d/Q2j,%9.0g,,,TRUE,Retained
globalt3,double,numeric,,fp2b_a/Q25d,%9.0g,,,TRUE,Retained
globalt4,double,numeric,,fp2b_b/Q25e,%9.0g,,,TRUE,Retained
globalt5,double,numeric,,fp4a_a/Q7,%9.0g,,,TRUE,Retained
avgQ25de,double,numeric,,,%9.0g,,,TRUE,Retained
humrht1,double,numeric,,fp2c_b/Q2h,%9.0g,,,TRUE,Retained
humrht2,double,numeric,,fp2c_c/Q2i,%9.0g,,,TRUE,Retained
inter1,double,numeric,,fp3a_s/Q3,%9.0g,,,TRUE,Retained
inter4,double,numeric,,pair1_a/Q20,%9.0g,,,TRUE,Retained
inter5,double,numeric,,pair2_a/Q21,%9.0g,,,TRUE,Retained
inter6,double,numeric,,int2a/Q38,%9.0g,,,TRUE,Retained
inter7,double,numeric,,int2b/Q39,%9.0g,,,TRUE,Retained
multi3,double,numeric,,wrm4a_s/Q16,%9.0g,,,TRUE,Retained
multi4,double,numeric,,mact1_s/Q27,%9.0g,,,TRUE,Retained
multi5,double,numeric,,mact4_s/Q30,%9.0g,,,TRUE,Retained
multi6,double,numeric,,mact2_s/Q28,%9.0g,,,TRUE,Retained
multi7,double,numeric,,mact5_s/Q31,%9.0g,,,TRUE,Retained
multi8,double,numeric,,mact3_s/Q29,%9.0g,,,TRUE,Retained
multi9,double,numeric,,mact6_s/Q32,%9.0g,,,TRUE,Retained
multi10,double,numeric,,int1b_c/Q37e,%9.0g,,,TRUE,Retained
multi11,double,numeric,,int2a/Q38,%9.0g,,,TRUE,Retained
multi12,double,numeric,,int2b/Q39,%9.0g,,,TRUE,Retained
multi13,double,numeric,,trd1_a/Q32a,%9.0g,,,TRUE,Retained
demo2,double,numeric,,pair3_a/Q22,%9.0g,,,TRUE,Retained
demo3,double,numeric,,pdem1_a/Q23a,%9.0g,,,TRUE,Retained
demo4,double,numeric,,pdem1_b/Q23b,%9.0g,,,TRUE,Retained
trade1,double,numeric,,,%9.0g,,,TRUE,Retained
trade2,double,numeric,,,%9.0g,,,TRUE,Retained
demo3456789,double,numeric,,,%9.0g,,,TRUE,Retained
aveQ13Q14,double,numeric,,,%9.0g,,,TRUE,Retained
ussec10,double,numeric,,fp3b_s/Q4,%9.0g,,,TRUE,Retained
ussec11,double,numeric,,fp3c_s/Q5,%9.0g,,,TRUE,Retained
ussec1011,double,numeric,,,%9.0g,,,TRUE,Retained
inter3,double,numeric,,fp3c_s/Q5,%9.0g,,,TRUE,Retained
envir1_r,double,numeric,,,%9.0g,,,TRUE,Retained
envir4_r,double,numeric,,,%9.0g,,,TRUE,Retained
usecon1_r,double,numeric,,,%9.0g,,,TRUE,Retained
usecon2_r,double,numeric,,,%9.0g,,,TRUE,Retained
usinf1_r,double,numeric,,,%9.0g,,,TRUE,Retained
usinf2_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt1_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt2_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt3_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt4_r,double,numeric,,,%9.0g,,,TRUE,Retained
humrht1_r,double,numeric,,,%9.0g,,,TRUE,Retained
humrht2_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter1_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter3_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter4_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter5_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter6_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter7_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi3_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi4_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi5_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi6_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi7_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi8_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi9_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi10_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi11_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi12_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi13_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo2_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo3_r,double,numeric,,,%9.0g,,,TRUE,Retained
trade1_r,double,numeric,,,%9.0g,,,TRUE,Retained
trade2_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt34_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo3456789_r,double,numeric,,,%9.0g,,,TRUE,Retained
envi_index,double,numeric,,,%9.0g,,,TRUE,Retained
