path,component,column_count,flagged_columns,flagged_labels,scan_status,error
data/Michigan/data/Michigan Non-Participant Survey - SPSS Data (n=300).sav,data,69,Q13D;ZIPCODE;PHONE,13D HOW MUCH RESPONSIBILITY DOES THE FOLLOWING BEAR FOR MICHIGAN'S CURRENT ECONOMIC PROBLEMS?  WALL STREET;ZIPCODE;PHONE,review_required,NA
data/Michigan/data/Michigan Recruit Survey - SPSS Data (n=375).sav,data,73,q13d;zipcode;phone1;phone2;email,13D HOW MUCH RESPONSIBILITY DOES THE FOLLOWING BEAR FOR MICHIGAN'S CURRENT ECONOMIC PROBLEMS?  WALL STREET;ZIPCODE;PHONE1;PHONE2;EMAIL,review_required,NA
data/Michigan/data/arrive.rdata,arrive,135,,,no_name_label_hit,NA
data/Michigan/data/arrive.xls,Sheet1,134,,,no_name_label_hit,NA
data/Michigan/data/mi.rdata,mi,74,zipcode;phone1;phone2;email,;;;,review_required,NA
data/Michigan/data/mi.sav,data,74,q13d;zipcode;phone1;phone2;email,13D HOW MUCH RESPONSIBILITY DOES THE FOLLOWING BEAR FOR MICHIGAN'S CURRENT ECONOMIC PROBLEMS?  WALL STREET;ZIPCODE;PHONE1;PHONE2;EMAIL,review_required,NA
data/Michigan/data/mi_t1.sav,data,70,q13d;zipcode,13D HOW MUCH RESPONSIBILITY DOES THE FOLLOWING BEAR FOR MICHIGAN'S CURRENT ECONOMIC PROBLEMS?  WALL STREET;ZIPCODE,review_required,NA
data/Michigan/data/mifin.dta,data,358,zipcode;phone1;phone2;email,;;;,review_required,NA
data/Michigan/data/mifin.rdata,mifin,357,zipcode;phone1;phone2;email,;;;,review_required,NA
data/Michigan/data/nonpart.rdata,nonpart,67,zipcode,,review_required,NA
data/Michigan/data/nonpart.sav,data,67,q13d;zipcode,13D HOW MUCH RESPONSIBILITY DOES THE FOLLOWING BEAR FOR MICHIGAN'S CURRENT ECONOMIC PROBLEMS?  WALL STREET;ZIPCODE,review_required,NA
data/Michigan/data/sunday.rdata,sunday,151,,,no_name_label_hit,NA
data/Michigan/data/sunday.xls,Sheet1,151,,,no_name_label_hit,NA
data/Michigan/pk/pkmi.csv,data,10,,,no_name_label_hit,NA
data/Utilities/cpl/MasterData/residen.xls,RESIDENT,149,,,no_name_label_hit,NA
data/Utilities/cpl/cpl.eval.rdata,cpl.eval,67,,,no_name_label_hit,NA
data/Utilities/cpl/cpl.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/Utilities/cpl/cpl.por: Invalid file, or file has unsupported features."
data/Utilities/cpl/cpl.sav,data,195,zipcode,RS ZIPCODE,review_required,NA
data/Utilities/cpl/cpl2.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/Utilities/cpl/cpl2.por: Invalid file, or file has unsupported features."
data/Utilities/cpl/cpl2.sav,data,196,zipcode,RS ZIPCODE,review_required,NA
data/Utilities/cpl/cpl_data/cpl.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/Utilities/cpl/cpl_data/cpl.por: Invalid file, or file has unsupported features."
data/Utilities/cpl/cpl_data/cpl2.dta,data,196,ZIPCODE,Rs Zipcode,review_required,NA
data/Utilities/cpl/cpl_data/cpl2.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/Utilities/cpl/cpl_data/cpl2.por: Invalid file, or file has unsupported features."
data/Utilities/entergy/MasterData/Entergy Open Ended Responses.xls,ENTtext,1,,,no_name_label_hit,NA
data/Utilities/entergy/MasterData/entall master.xls,alldata,78,,,no_name_label_hit,NA
data/Utilities/entergy/MasterData/entevent master.xls,Pre and Post Data Combined,159,,,no_name_label_hit,NA
data/Utilities/entergy/entergy_data/ent.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: CASEID.
Caused by error:
! Result must be length 1, not 8."
data/Utilities/entergy/entergy_data/ent2.dta,data,163,PHONE1;FRIEND1;PROFRIE1;APAUTO1;PHONE2;FRIEND2;PROFRIE2;APAUTO2,Easy to Reach by Pohne T1 (Q23f);Courteous and helpful when R Contacts T1;Good Service When R Contacts Company T1;Contribution of Automobiles to Air Pollu;Easy to Reach by Phone T2 (Q23f);Courteous and helpful when R Contacts T2;Good Service When R Contacts Company T2;Contribution of Automobiles to Air Pollu,review_required,NA
data/Utilities/entergy/entergy_data/ent2.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: CASEID.
Caused by error:
! Result must be length 1, not 8."
data/Utilities/epe/MasterData/epeall master.xls,EL PASO PRE EVENT DATA,88,,,no_name_label_hit,NA
data/Utilities/epe/MasterData/epeevent master.xls,Pre Data - All Respondents,89,,,no_name_label_hit,NA
data/Utilities/epe/MasterData/epeevent master.xls,Pre and Post Data Combined,172,,,no_name_label_hit,NA
data/Utilities/epe/epe_data/epe.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: CASEID.
Caused by error:
! Result must be length 1, not 8."
data/Utilities/epe/epe_data/epe2.dta,data,178,FRIEND1;PROFRIE1;SVCPH1;CHPHONE1;CONTACT1;FRIEND2;PROFRIE2;SVCPH2;SVC1,Courteous and helpful when R Contacts? T;Good Service When R Contacts Company? T1;Compare EPE Service w/ Local Phone? T1;Changed Phone Companies since Dereg? T1;Contacted EPE in Last Year? T1;Courteous and helpful when R Contacts? T;Good Service When R Contacts Company? T2;Compare EPE Service with Local Phone Co.;Satisfaction w/ Svc. if Contact? T1,review_required,NA
data/Utilities/epe/epe_data/epe2.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: CASEID.
Caused by error:
! Result must be length 1, not 8."
data/Utilities/hlp/MasterData/hlpall master.xls,HLPRESI,65,,,no_name_label_hit,NA
data/Utilities/hlp/MasterData/hlpall_inferior.xls,HLPRESI,64,,,no_name_label_hit,NA
data/Utilities/hlp/MasterData/hlpevent master.xls,hlpdata,125,,,no_name_label_hit,NA
data/Utilities/hlp/MasterData/hlpevent_inferior.xls,hlpdata,124,,,no_name_label_hit,NA
data/Utilities/hlp/hlp_data/hlp.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: CASEID.
Caused by error:
! Result must be length 1, not 8."
data/Utilities/hlp/hlp_data/hlp2.dta,data,133,APAUTO1;APAUTO2,Contribution of Automobiles to Air Pollu;Contribution of Automobiles to Air Pollu,review_required,NA
data/Utilities/hlp/hlp_data/hlp2.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: CASEID.
Caused by error:
! Result must be length 1, not 8."
data/Utilities/sps/MasterData/spsall master.xls,ALLRESI,74,,,no_name_label_hit,NA
data/Utilities/sps/MasterData/spsall_inferior.xls,ALLRESI,73,,,no_name_label_hit,NA
data/Utilities/sps/MasterData/spsevent master.xls,Pre and Post Event Data,192,,,no_name_label_hit,NA
data/Utilities/sps/MasterData/spsevent_inferior.xls,Pre and Post Event Data,191,,,no_name_label_hit,NA
data/Utilities/sps/sps_data/sps.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: CASEID.
Caused by error:
! Result must be length 1, not 8."
data/Utilities/sps/sps_data/sps2.dta,data,184,AGPHONE1;APAUTO1;AGPHONE2;APAUTO2,Reason Against Competition: Telemarketin;Contribution of Automobiles to Air Pollu;Argument Against Competiton: Telemarketi;Contribution of Automobiles to Air Pollu,review_required,NA
data/Utilities/sps/sps_data/sps2.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: CASEID.
Caused by error:
! Result must be length 1, not 8."
data/Utilities/swepco/swepco_data/swepco.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/Utilities/swepco/swepco_data/swepco.por: Invalid file, or file has unsupported features."
data/Utilities/swepco/swepco_data/swepco2.dta,data,196,ZIPCODE,Rs Zipcode,review_required,NA
data/Utilities/swepco/swepco_data/swepco2.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/Utilities/swepco/swepco_data/swepco2.por: Invalid file, or file has unsupported features."
data/Utilities/swepco/swepcoalice2.sav,data,196,ZIPCODE,Rs Zipcode,review_required,NA
data/Utilities/tu/MasterData/tuall master.xls,tuall,66,,,no_name_label_hit,NA
data/Utilities/tu/MasterData/tuevent master.xls,tuevent,182,,,no_name_label_hit,NA
data/Utilities/tu/MasterData/tuevent_inferior.xls,tuevent,182,,,no_name_label_hit,NA
data/Utilities/tu/tu_data/tu.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: CASEID.
Caused by error:
! Result must be length 1, not 8."
data/Utilities/tu/tu_data/tu2.dta,data,189,AGPHONE1;AGPHONE2;PROFRIE2,Reason Against Competition: Telemarketin;Argument Against Compet: Telemarketing C;Good Service When R Contacts Company? T2,review_required,NA
data/Utilities/tu/tu_data/tu2.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: CASEID.
Caused by error:
! Result must be length 1, not 8."
data/Utilities/wt/wt_data/wt.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/Utilities/wt/wt_data/wt.por: Invalid file, or file has unsupported features."
data/Utilities/wt/wt_data/wt2.dta,data,196,ZIPCODE,Rs Zipcode,review_required,NA
data/Utilities/wt/wt_data/wt2.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/Utilities/wt/wt_data/wt2.por: Invalid file, or file has unsupported features."
data/Vermont/data/VT-All (Rescaled).sav,data,310,,,no_name_label_hit,NA
data/Vermont/data/vt.rdata,vt,306,,,no_name_label_hit,NA
data/Vermont/data/vt.sav,data,306,,,no_name_label_hit,NA
data/agg/bypoll/ausmonkyu.rdata,ausmonkyu,56,,,no_name_label_hit,NA
data/agg/bypoll/btp04kyu.rdata,btp04kyu,48,,,no_name_label_hit,NA
data/agg/bypoll/bulgariakyu.rdata,bulgariakyu,66,,,no_name_label_hit,NA
data/agg/bypoll/chikyu.rdata,chikyu,60,,,no_name_label_hit,NA
data/agg/bypoll/cplkyu.rdata,cplkyu,56,,,no_name_label_hit,NA
data/agg/bypoll/eu09kyu.rdata,eu09kyu,46,,,no_name_label_hit,NA
data/agg/bypoll/eukyu.rdata,eukyu,73,,,no_name_label_hit,NA
data/agg/bypoll/grkkyu.rdata,grkkyu,54,,,no_name_label_hit,NA
data/agg/bypoll/monarchykyu.rdata,monarchykyu,50,,,no_name_label_hit,NA
data/agg/bypoll/nic1kyu.rdata,nic1kyu,60,,,no_name_label_hit,NA
data/agg/bypoll/nurikyu.rdata,nurikyu,122,,,no_name_label_hit,NA
data/agg/bypoll/swepkyu.rdata,swepkyu,56,,,no_name_label_hit,NA
data/agg/bypoll/ukbgekyu.rdata,ukbgekyu,50,,,no_name_label_hit,NA
data/agg/bypoll/ukcrimekyu.rdata,ukcrimekyu,52,,,no_name_label_hit,NA
data/agg/bypoll/ukeukyu.rdata,ukeukyu,50,,,no_name_label_hit,NA
data/agg/bypoll/ukhealthkyu.rdata,ukhealthkyu,64,,,no_name_label_hit,NA
data/agg/bypoll/wtukyu.rdata,wtukyu,56,,,no_name_label_hit,NA
data/agg/kyudata.csv,data,384,,,no_name_label_hit,NA
data/agg/kyudata.rdata,kyudata,383,,,no_name_label_hit,NA
data/agg/past/kyu17DPs.rdata,data,17,,,no_name_label_hit,NA
data/agg/past/kyudata.csv,data,288,,,no_name_label_hit,NA
data/agg/past/kyudata.dta,data,376,,,no_name_label_hit,NA
data/agg/past/kyudata.rdata,kyudata,375,,,no_name_label_hit,NA
data/agg/past/kyudata2.rdata,kyudata,287,,,no_name_label_hit,NA
data/agg/polardata.csv,data,364,,,no_name_label_hit,NA
data/australia_aboriginal/aus.rdata,aus,130,,,no_name_label_hit,NA
data/australia_aboriginal/data/MergedNONrecoded.sav,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/australia_aboriginal/data/MergedNONrecoded.sav: Invalid file, or file has unsupported features."
data/australia_aboriginal/data/MergedRecoded.sav,data,130,AO#A;AO#B;DC#C,QC4.HOW HAVE CONTACT WITH PEOPLE OF ABORIGINAL ORIGIN - THROUGH WORK;QC4.HOW HAVE CONTACT WITH PEOPLE OF ABORIGINAL ORIGIN - THROUGH FRIENDS;QD3.AGREE/DISAGREE WITH STATEMENT ABOUT DISCUSSION GROUPS - FOUND COMMENTS OF OTHER GROUP MEMBERS USEFUL IN YOUR THINKING ABOUT THE ISSUES,review_required,NA
data/australia_aboriginal/data/PRE-MERGENonIndigenous.sav,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/australia_aboriginal/data/PRE-MERGENonIndigenous.sav: Invalid file, or file has unsupported features."
data/australia_aboriginal/data/PREMergeIndigenous.sav,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/australia_aboriginal/data/PREMergeIndigenous.sav: Invalid file, or file has unsupported features."
data/australia_aboriginal/data/aus.rdata,aus,130,,,no_name_label_hit,NA
data/australia_aboriginal/data/indig.sav,data,327,AO#A;AO#B;AY#;CI#D;CM#I;CT#C;CU#C,QC4.HOW HAVE CONTACT WITH PEOPLE OF ABORIGINAL ORIGIN - THROUGH WORK;QC4.HOW HAVE CONTACT WITH PEOPLE OF ABORIGINAL ORIGIN - THROUGH FRIENDS;QC14.TELEPHONE NUMBER;QC1.ISSUES LEARNED DURING DELIBERATION THAT HAD THE MOST IMPACT ON YOUR THINKING - MANY AUSTRALIANS DONT UNDERSTAND/HAVE HAD NO CONTACT WITH ABORIGINAL PEOPLE;QC5a.CIRCUMSTANCES WOULD AGREE TO COMPENSATION OF STOLEN GENERATION - COMPENSATE WHEN INDIVIDUALS HAVE NOT HAD CONTACT WITH PARENTS;STATEMENTS ABOUT DISCUSSION GROUPS - FOUND COMMENTS OF OTHER GROUP MEMBERS USEFUL IN YOUR THINKING ABOUT THE ISSUES;QD3.AGREE/DISAGREE WITH STATEMENT ABOUT DISCUSSION GROUPS - FOUND COMMENTS OF OTHER GROUP MEMBERS USEFUL IN YOUR THINKING ABOUT THE ISSUES,review_required,NA
data/australia_aboriginal/data/non-indig.sav,data,382,AM#A;AM#B;AM#C;CN#C;CO#C,QC4.HOW HAVE CONTACT WITH PEOPLE OF ABORIGINAL ORIGIN - THROUGH WORK;QC4.HOW HAVE CONTACT WITH PEOPLE OF ABORIGINAL ORIGIN - THROUGH FRIENDS;QC4.HOW HAVE CONTACT WITH PEOPLE OF ABORIGINAL ORIGIN - NONE/DONT KNOW;STATEMENTS ABOUT DISCUSSION GROUPS - FOUND COMMENTS OF OTHER GROUP MEMBERS USEFUL IN YOUR THINKING ABOUT THE ISSUES;QD3.AGREE/DISAGREE WITH STATEMENT - FOUND COMMENTS OF OTHER GROUP MEMBERS USEFUL IN YOUR THINKING ABOUT THE ISSUES,review_required,NA
data/australia_republic/Australia PK.xls,PM,3,,,no_name_label_hit,NA
data/australia_republic/Australia PK.xls,Questionnaire,2,,,no_name_label_hit,NA
data/australia_republic/Australia PK.xls,SPSS,2,,,no_name_label_hit,NA
data/australia_republic/Australia PK.xls,cdd,4,,,no_name_label_hit,NA
data/australia_republic/Australia.sav,data,NA,NA,NA,unreadable,"ℹ In index: 448.
ℹ With name: elecdiv3.
Caused by error:
! Result must be length 1, not 149."
data/australia_republic/Australia2000.sav,data,209,AZ#;DJ#C;DK#C,QF7.POSTCODE;STATEMENT - FOUND MANY COMMENTS OF OTHER GROUP MEMBERS USEFUL IN THINKING ABOUT ISSUES;QF3.AGREE/DISAGREE WITH STATEMENT - FOUND MANY COMMENTS OF OTHER GROUP MEMBERS USEFUL IN THINKING ABOUT ISSUES,review_required,NA
data/australia_republic/Australia2004.sav,data,NA,NA,NA,unreadable,"ℹ In index: 448.
ℹ With name: elecdiv3.
Caused by error:
! Result must be length 1, not 149."
data/australia_republic/MasterData/ACRS_t3/AustralianCRS1018_13_July_2000.sav,data,NA,NA,NA,unreadable,Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/australia_republic/MasterData/ACRS_t3/AustralianCRS1018_13_July_2000.sav: Unable to convert string to the requested encoding (invalid byte sequence).
data/australia_republic/MasterData/ACRS_t3/AustralianCRS1018_15_Feb_2000.por,data,NA,NA,NA,unreadable,Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/australia_republic/MasterData/ACRS_t3/AustralianCRS1018_15_Feb_2000.por: The file's timestamp string is invalid.
data/australia_republic/MasterData/ACRS_t3/AustralianCRS1018_16_Feb_2000.por,data,NA,NA,NA,unreadable,Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/australia_republic/MasterData/ACRS_t3/AustralianCRS1018_16_Feb_2000.por: The file's timestamp string is invalid.
data/australia_republic/MasterData/ACRS_t3/AustralianCRS1018_21_March_2000.por,data,NA,NA,NA,unreadable,Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/australia_republic/MasterData/ACRS_t3/AustralianCRS1018_21_March_2000.por: The file's timestamp string is invalid.
data/australia_republic/MasterData/Australia_DP/Australia master dataset with knowledge indices July 29 2004.sav,data,NA,NA,NA,unreadable,"ℹ In index: 448.
ℹ With name: elecdiv3.
Caused by error:
! Result must be length 1, not 149."
data/australia_republic/MasterData/Australia_DP/Australia_Master_2_Nov_1999.sav,data,203,AZ#;DJ#C;DK#C,QF7.POSTCODE;STATEMENT - FOUND MANY COMMENTS OF OTHER GROUP MEMBERS USEFUL IN THINKING ABOUT ISSUES;QF3.AGREE/DISAGREE WITH STATEMENT - FOUND MANY COMMENTS OF OTHER GROUP MEMBERS USEFUL IN THINKING ABOUT ISSUES,review_required,NA
data/australia_republic/MasterData/Australia_DP/Australia_Master_Corrected_10_Jan_2000.sav,data,209,AZ#;DJ#C;DK#C,QF7.POSTCODE;STATEMENT - FOUND MANY COMMENTS OF OTHER GROUP MEMBERS USEFUL IN THINKING ABOUT ISSUES;QF3.AGREE/DISAGREE WITH STATEMENT - FOUND MANY COMMENTS OF OTHER GROUP MEMBERS USEFUL IN THINKING ABOUT ISSUES,review_required,NA
data/australia_republic/MasterData/Australia_DP/ozidpart_master.sav,data,5,,,no_name_label_hit,NA
data/australia_republic/MasterData/Kyu/australia_master_2_nov_1999.dta,data,203,az_;dj_c;dk_c,qf7.postcode;statement - found many comments of other group members useful in thinking about;qf3.agree/disagree with statement - found many comments of other group members u,review_required,NA
data/australia_republic/MasterData/Kyu/australia_master_corrected_10_jan_2000.dta,data,209,az_;dj_c;dk_c,qf7.postcode;statement - found many comments of other group members useful in thinking about;qf3.agree/disagree with statement - found many comments of other group members u,review_required,NA
data/australia_republic/MasterData/Kyu/ozidpart_master.dta,data,5,,,no_name_label_hit,NA
data/australia_republic/MasterData/qualitative_991102/R991102.sav,data,155,,,no_name_label_hit,NA
data/australia_republic/OZ_Data/ACRS_t3/t3oz.sav,data,NA,NA,NA,unreadable,"ℹ In index: 168.
ℹ With name: ELECDIV3.
Caused by error:
! Result must be length 1, not 149."
data/australia_republic/OZ_Data/ACRS_t3/t3oz2.sav,data,NA,NA,NA,unreadable,"ℹ In index: 168.
ℹ With name: elecdiv3.
Caused by error:
! Result must be length 1, not 149."
data/australia_republic/OZ_Data/oz.sav,data,167,POSTCODE;COMMENT2,Postcode T1 (QF7);Comments of other group members useful T2 (WF3c),review_required,NA
data/australia_republic/OZ_Data/oz2.sav,data,167,postcode;comment2,Postcode T1 (QF7);Comments of other group members useful T2 (WF3c),review_required,NA
data/australia_republic/OZ_Data/oz2_t1t2t3_June17.sav,data,NA,NA,NA,unreadable,"ℹ In index: 334.
ℹ With name: elecdiv3.
Caused by error:
! Result must be length 1, not 149."
data/australia_republic/OZ_Data/temporary/oz.sav,data,NA,NA,NA,unreadable,Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/australia_republic/OZ_Data/temporary/oz.sav: Unable to convert string to the requested encoding (invalid byte sequence).
data/australia_republic/OZ_Data/temporary/oz2.sav,data,166,POSTCODE;COMMENT2,Postcode T1 (QF7);Comments of other group members useful T2 (WF3c),review_required,NA
data/australia_republic/OZ_Data/temporary/t3oz.sav,data,NA,NA,NA,unreadable,Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/australia_republic/OZ_Data/temporary/t3oz.sav: Unable to convert string to the requested encoding (invalid byte sequence).
data/australia_republic/OZ_Data/temporary/t3oz2.sav,data,NA,NA,NA,unreadable,Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/australia_republic/OZ_Data/temporary/t3oz2.sav: Unable to convert string to the requested encoding (invalid byte sequence).
data/australia_republic/OZ_Data/temporary/t3oz2_1.sav,data,NA,NA,NA,unreadable,"ℹ In index: 167.
ℹ With name: ELECDIV3.
Caused by error:
! Result must be length 1, not 149."
data/australia_republic/aus.Rdata,aus,706,postcode;comment2,;,review_required,NA
data/australia_republic/codebooks/Australia PK.xls,PM,3,,,no_name_label_hit,NA
data/australia_republic/codebooks/Australia PK.xls,Questionnaire,2,,,no_name_label_hit,NA
data/australia_republic/codebooks/Australia PK.xls,SPSS,2,,,no_name_label_hit,NA
data/australia_republic/codebooks/Australia PK.xls,cdd,4,,,no_name_label_hit,NA
data/australia_republic/oz2_t1t2t3_June17.sav,data,NA,NA,NA,unreadable,"ℹ In index: 334.
ℹ With name: elecdiv3.
Caused by error:
! Result must be length 1, not 149."
data/australia_republic/qualitative_991102/R991102.sav,data,155,,,no_name_label_hit,NA
data/british_crime/MasterData/Crime.sav,data,NA,NA,NA,unreadable,"ℹ In index: 380.
ℹ With name: CHH1G.
Caused by error:
! Result must be length 1, not 3."
data/british_crime/MasterData/oldfiles/crime13.sav,data,NA,NA,NA,unreadable,"ℹ In index: 8.
ℹ With name: AGE.
Caused by error:
! Result must be length 1, not 2."
data/british_crime/MasterData/oldfiles/crime14.sav,data,NA,NA,NA,unreadable,"ℹ In index: 8.
ℹ With name: AGE.
Caused by error:
! Result must be length 1, not 2."
data/british_crime/MasterData/oldfiles/crime3.por,data,NA,NA,NA,unreadable,"ℹ In index: 139.
ℹ With name: NEWS2.
Caused by error:
! Result must be length 1, not 3."
data/british_crime/analyses/Brit Crime PK.xls,Sheet1,7,,,no_name_label_hit,NA
data/british_crime/analyses/Brit Crime PK.xls,Sheet2,0,,,no_name_label_hit,NA
data/british_crime/analyses/Brit Crime PK.xls,Sheet3,0,,,no_name_label_hit,NA
data/british_crime/analyses/crime-pk-learning.xls,Marginal PK,9,,,no_name_label_hit,NA
data/british_crime/analyses/crimeoutput.xls,Table 1,15,,,no_name_label_hit,NA
data/british_crime/analyses/crimeoutput.xls,Table 3,13,,,no_name_label_hit,NA
data/british_crime/analyses/crimeoutput.xls,Table 4,0,,,no_name_label_hit,NA
data/british_crime/crime_data/crime.dta,data,287,HOWTHEFT;PATROLS1;PATROLS2;PATROLS3,How much street attacks & thefts? (A8);Public more active: street patrols (Q3);Public more active: street patrols (QQ3);Public more active: street patrols (QD3),review_required,NA
data/british_crime/crime_data/crime.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/british_crime/crime_data/crime.por: Invalid file, or file has unsupported features."
data/british_crime/crime_data/uk-crime.sav,data,287,howtheft;patrols1;patrols2;patrols3,HOW MUCH STREET ATTACKS & THEFTS? (A8);PUBLIC MORE ACTIVE: STREET PATROLS (Q3);PUBLIC MORE ACTIVE: STREET PATROLS (QQ3);PUBLIC MORE ACTIVE: STREET PATROLS (QD3),review_required,NA
data/british_crime/ukcrime.eval.rdata,ukcrime.eval,67,,,no_name_label_hit,NA
data/british_europe/Clean/ukeu_clean.Rdata,ukeu,176,phone,,review_required,NA
data/british_europe/MasterData/europe.sav,data,NA,NA,NA,unreadable,"ℹ In index: 269.
ℹ With name: patband.
Caused by error:
! Result must be length 1, not 5."
data/british_europe/europe_data/Europe-6-10-07.sav,data,209,phone;givenum,Telephone in accommodation (B21a IAQ);Telephone number for checking (B21b IAQ),review_required,NA
data/british_europe/europe_data/europe.dta,data,462,phone;givenum,telephone in accommodation (b21a iaq);telephone number for checking (b21b iaq),review_required,NA
data/british_europe/europe_data/europe.por,data,175,PHONE;GIVENUM,Telephone in accommodation (B21a IAQ);Telephone number for checking (B21b IAQ),review_required,NA
data/british_europe/europe_data/europe.sav,data,NA,NA,NA,unreadable,"ℹ In index: 269.
ℹ With name: patband.
Caused by error:
! Result must be length 1, not 5."
data/british_europe/europe_data/europe_2.dta,data,175,PHONE;GIVENUM,Telephone in accommodation (B21a IAQ);Telephone number for checking (B21b IAQ),review_required,NA
data/british_europe/europe_data/europe_2.por,data,175,PHONE;GIVENUM,Telephone in accommodation (B21a IAQ);Telephone number for checking (B21b IAQ),review_required,NA
data/british_europe/europe_data/europe_small_group_data_Aug31.dta,data,463,phone;givenum,telephone in accommodation (b21a iaq);telephone number for checking (b21b iaq),review_required,NA
data/british_europe/europe_data/uk-eu-11-12.sav,data,219,phone;givenum,Telephone in accommodation (B21a IAQ);Telephone number for checking (B21b IAQ),review_required,NA
data/british_europe/europe_data/ukeu.sav,data,235,phone;givenum,Telephone in accommodation (B21a IAQ);Telephone number for checking (B21b IAQ),review_required,NA
data/british_europe/uk-eu.sav,data,175,phone;givenum,Telephone in accommodation (B21a IAQ);Telephone number for checking (B21b IAQ),review_required,NA
data/british_europe/ukeu.eval.rdata,ukeu.eval,67,,,no_name_label_hit,NA
data/british_general_election/General_data/BGE 12-item knowledge index for Kyu.sav,data,2,,,no_name_label_hit,NA
data/british_general_election/General_data/BGE 3 T1 knowledge indices for Kyu June 17.sav,data,4,,,no_name_label_hit,NA
data/british_general_election/General_data/BGE general data file.sav,data,499,phone,Does R have a Phone (QB22),review_required,NA
data/british_general_election/General_data/BGE variables for Kyu June 17.sav,data,20,,,no_name_label_hit,NA
data/british_general_election/General_data/bge 12-item knowledge index for kyu.dta,data,2,,,no_name_label_hit,NA
data/british_general_election/General_data/bge 3 t1 knowledge indices for kyu june 17.dta,data,4,,,no_name_label_hit,NA
data/british_general_election/General_data/bge general data file.dta,data,523,phone,does r have a phone (qb22),review_required,NA
data/british_general_election/General_data/bge variables for kyu june 17.dta,data,20,,,no_name_label_hit,NA
data/british_general_election/General_data/gencode.por,data,233,PHONE,DOES R HAVE A PHONE (QB22),review_required,NA
data/british_general_election/General_data/gencode2.csv,data,233,PHONE,,review_required,NA
data/british_general_election/General_data/gencode2.dta,data,233,PHONE,Does R have a Phone (QB22),review_required,NA
data/british_general_election/General_data/gencode2.por,data,NA,NA,NA,unreadable,"Failed to parse /private/tmp/dp-data-stage/vault/cdd/data/british_general_election/General_data/gencode2.por: Invalid file, or file has unsupported features."
data/british_general_election/General_data/gencode2_kh_Feb15.dta,data,513,PHONE,Does R have a Phone (QB22),review_required,NA
data/british_general_election/General_data/mvspss.por,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: FLDAREA.
Caused by error:
! Result must be length 1, not 12."
data/british_general_election/master_data/gencode.por,data,233,PHONE,DOES R HAVE A PHONE (QB22),review_required,NA
data/british_general_election/master_data/orig.data.por,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: FLDAREA.
Caused by error:
! Result must be length 1, not 12."
data/british_general_election/master_data/orig.data.sav,data,NA,NA,NA,unreadable,"ℹ In index: 1.
ℹ With name: fldarea.
Caused by error:
! Result must be length 1, not 12."
data/british_general_election/uk -bge-know-gain-5-21-08.sav,data,575,phone,does r have a phone (qb22),review_required,NA
data/british_general_election/uk-bge sociodem.xls,Sheet1,1,,,no_name_label_hit,NA
data/british_general_election/uk-bge sociodem.xls,Sheet2,1,,,no_name_label_hit,NA
